GameId,English,Chinese,Spanish,French,Italian,German
5280,0,0,1,1,0,1
5281,0,1,0,0,0,0
5282,1,1,1,1,1,1
5283,1,1,1,0,1,0
5284,0,0,0,1,1,0
5285,0,1,1,1,0,1
5286,0,1,1,1,0,0
5287,0,1,0,0,0,1
5288,1,1,0,1,0,1
5289,0,0,0,0,1,1
5290,1,1,0,1,1,1
5291,0,1,0,1,0,1
5292,1,1,1,0,0,0
5293,0,1,0,1,0,1
5294,1,0,1,0,1,1
5295,0,1,0,1,1,1
5296,0,0,0,1,1,0
5297,1,0,0,1,1,0
5298,1,1,1,1,0,0
5299,1,1,1,1,1,1
5300,1,0,0,1,1,0
5301,0,0,1,1,1,0
5302,1,1,1,0,0,1
5303,0,0,1,1,0,1
5304,1,0,1,1,1,0
5305,1,1,1,1,1,1
5306,1,0,1,1,0,0
5307,0,0,0,0,1,0
5308,0,0,0,1,0,0
5309,1,1,0,0,1,0
5310,0,0,1,1,0,0
5311,1,0,1,0,1,0
5312,1,0,1,0,0,0
5313,1,1,1,0,0,1
5314,0,1,1,0,1,1
5315,1,0,0,0,0,0
5316,1,1,0,0,0,0
5317,0,0,1,1,1,1
5318,1,0,1,1,0,0
5319,1,1,1,0,0,0
5320,1,0,0,0,0,1
5321,1,1,0,0,1,0
5322,0,0,1,0,0,1
5323,0,1,0,0,1,0
5324,1,0,1,1,0,1
5325,0,0,0,1,1,1
5326,0,0,1,1,0,0
5327,1,0,0,0,0,1
5328,1,1,1,0,1,1
5329,1,1,1,1,1,1
5330,1,0,1,0,1,1
5331,1,1,1,1,0,0
5332,1,1,0,0,0,0
5333,0,0,0,0,0,0
5334,1,0,1,0,1,0
5335,1,1,1,1,1,1
5336,0,1,0,0,1,1
5337,1,0,0,0,1,1
5338,1,0,1,0,1,0
5339,1,0,0,0,1,1
5340,1,0,0,1,0,1
5341,1,0,1,0,1,1
5342,1,1,1,0,1,1
5343,1,0,1,0,0,1
5344,1,0,0,0,1,1
5345,1,0,1,1,0,0
5346,0,0,1,1,0,0
5347,1,1,1,1,1,0
5348,0,1,1,1,0,1
5349,0,1,0,1,1,0
5350,1,1,1,1,0,1
5351,1,0,0,1,1,1
5352,1,1,0,0,0,1
5353,1,1,0,1,0,1
5354,0,0,0,0,0,1
5355,1,0,0,0,0,0
5356,0,1,1,0,0,0
5357,1,1,0,0,1,1
5358,1,1,0,1,0,0
5359,0,0,1,1,1,1
5360,0,1,1,1,0,1
5361,1,1,1,0,0,1
5362,0,1,1,0,1,1
5363,0,1,1,1,1,0
5364,1,0,0,1,0,0
5365,1,1,1,0,1,0
5366,0,0,1,1,0,0
5367,0,0,1,0,0,1
5368,1,0,1,1,1,0
5369,1,1,1,1,1,0
5370,0,0,1,0,0,1
5371,1,1,0,1,0,1
5372,0,1,1,0,0,1
5373,0,0,0,1,0,1
5374,0,1,1,0,0,1
5375,1,1,1,1,1,0
5376,1,1,0,0,1,1
5377,0,0,1,1,0,0
5378,1,1,0,0,1,0
5379,0,1,0,1,1,1
5380,1,1,0,1,1,1
5381,1,1,1,1,0,0
5382,1,1,1,1,1,1
5383,1,1,0,0,1,0
5384,0,1,1,0,0,0
5385,0,0,1,1,1,1
5386,1,0,1,1,1,0
5387,0,0,0,0,0,0
5388,0,0,0,0,0,1
5389,1,0,0,0,1,1
5390,0,0,0,1,1,0
5391,0,1,0,0,1,1
5392,0,1,0,1,0,0
5393,1,0,0,1,1,1
5394,0,1,0,1,1,1
5395,1,1,0,0,1,1
5396,0,0,1,1,0,1
5397,0,1,1,0,1,0
5398,1,0,1,0,0,1
5399,0,1,1,0,1,0
5400,0,0,1,1,1,0
5401,0,0,1,1,0,1
5402,0,0,0,0,0,1
5403,0,1,0,0,0,1
5404,1,0,1,0,0,1
5405,1,1,0,0,1,0
5406,1,0,0,1,1,1
5407,0,0,0,0,1,0
5408,0,1,0,0,0,0
5409,0,1,1,0,0,0
5410,0,1,0,1,1,1
5411,0,0,1,1,1,0
5412,1,1,1,0,0,0
5413,0,1,0,1,0,1
5414,1,1,0,1,0,0
5415,1,1,1,0,0,1
5416,1,0,1,0,0,0
5417,1,1,0,0,0,1
5418,0,1,0,1,1,1
5419,0,1,0,1,1,0
5420,0,0,0,1,1,1
5421,0,1,0,0,1,1
5422,1,0,1,1,1,1
5423,0,0,1,0,0,1
5424,1,0,0,1,0,1
5425,0,0,1,1,1,0
5426,0,0,1,0,1,1
5427,1,0,0,0,0,0
5428,0,0,0,0,1,0
5429,1,1,0,1,0,0
5430,1,1,1,0,1,1
5431,0,0,0,0,0,1
5432,1,0,0,0,1,0
5433,1,0,0,0,0,1
5434,1,1,1,0,1,0
5435,1,0,0,1,1,1
5436,1,0,1,1,1,0
5437,0,0,1,0,0,1
5438,0,0,0,1,1,1
5439,1,0,1,0,1,1
5440,0,0,0,1,0,0
5441,0,1,0,0,1,1
5442,1,1,1,0,0,0
5443,1,1,1,1,1,1
5444,0,1,0,0,1,0
5445,0,1,1,0,0,0
5446,0,1,0,1,1,0
5447,1,0,1,1,0,0
5448,1,1,1,0,0,0
5449,1,0,0,0,0,1
5450,0,1,1,0,1,1
5451,1,1,0,1,1,1
5452,0,1,1,1,1,0
5453,1,0,0,0,0,0
5454,1,0,1,1,0,1
5455,1,0,1,0,1,0
5456,0,0,0,0,0,1
5457,0,1,0,0,1,1
5458,0,0,0,0,1,1
5459,0,0,1,0,1,0
5460,0,1,1,0,0,1
5461,0,1,1,0,1,0
5462,0,1,0,0,0,1
5463,0,0,1,0,0,0
5464,0,1,0,0,0,0
5465,1,0,0,1,0,1
5466,1,1,1,0,0,1
5467,0,0,0,1,0,1
5468,1,1,0,0,0,0
5469,1,1,1,0,0,1
5470,0,0,0,0,1,0
5471,1,1,1,0,1,0
5472,1,1,0,1,0,1
5473,1,0,0,0,1,0
5474,1,0,1,0,0,1
5475,0,0,0,0,0,0
5476,1,0,0,0,1,0
5477,1,0,1,0,1,0
5478,1,0,1,0,1,1
5479,0,0,1,0,0,0
5480,1,0,0,0,0,0
5481,0,0,0,1,0,0
5482,0,1,1,0,0,1
5483,0,1,0,1,1,1
5484,0,1,0,1,0,0
5485,1,0,1,1,0,1
5486,1,0,0,1,1,1
5487,0,1,1,0,0,0
5488,1,0,1,1,1,0
5489,1,0,1,0,0,1
5490,1,0,0,0,1,0
5491,1,1,0,0,0,0
5492,0,0,0,0,1,0
5493,0,0,1,0,1,0
5494,1,0,0,0,1,0
5495,0,0,0,1,1,1
5496,1,0,1,1,0,1
5497,0,0,0,1,0,0
5498,1,1,0,1,0,0
5499,0,0,1,0,1,0
5500,0,0,0,1,0,0
5501,0,0,1,0,0,0
5502,0,0,0,0,1,0
5503,0,0,1,1,1,1
5504,0,0,1,0,0,1
5505,1,0,1,1,1,1
5506,1,1,0,0,1,0
5507,0,0,0,0,0,0
5508,0,0,1,0,1,1
5509,1,1,1,0,1,0
5510,1,1,1,1,0,0
5511,0,1,1,1,1,1
5512,0,1,0,0,0,1
5513,1,1,1,0,0,0
5514,0,0,1,0,1,1
5515,1,0,1,1,1,0
5516,1,1,1,0,0,1
5517,1,1,0,1,0,1
5518,0,1,1,1,1,1
5519,1,0,1,1,0,0
5520,0,0,1,0,1,0
5521,0,0,0,1,0,1
5522,1,0,0,1,1,0
5523,1,0,0,1,1,0
5524,0,0,1,0,1,0
5525,0,1,0,1,0,1
5526,1,0,1,0,0,0
5527,0,0,0,1,0,0
5528,1,0,1,0,0,0
5529,0,1,0,1,1,0
5530,0,0,0,1,0,0
5531,0,0,0,0,1,1
5532,0,1,0,0,0,1
5533,0,0,0,1,0,1
5534,1,0,1,1,0,1
5535,1,0,0,1,0,0
5536,1,0,1,1,1,1
5537,0,0,0,1,0,0
5538,0,0,1,0,0,0
5539,1,0,0,1,0,0
5540,1,1,0,1,1,0
5541,1,0,0,0,0,0
5542,1,0,1,1,0,0
5543,0,1,0,1,0,1
5544,1,0,0,0,0,1
5545,1,1,1,1,0,0
5546,0,1,0,0,0,1
5547,0,1,0,1,0,0
5548,0,1,1,1,0,1
5549,0,0,1,0,0,0
5550,0,0,0,0,1,0
5551,1,1,0,1,0,0
5552,0,0,0,0,0,1
5553,0,0,0,1,1,1
5554,0,0,1,0,1,1
5555,1,0,0,0,0,1
5556,1,0,0,1,1,0
5557,0,1,1,0,0,1
5558,1,0,0,0,0,1
5559,0,0,1,0,1,0
5560,0,0,0,1,1,0
5561,0,0,1,1,1,0
5562,1,1,1,0,0,0
5563,0,1,1,0,1,1
5564,0,0,1,0,1,1
5565,0,1,0,1,0,0
5566,0,1,1,0,1,0
5567,1,0,1,0,0,0
5568,0,1,1,0,1,1
5569,1,1,0,1,0,1
5570,1,0,0,0,1,1
5571,0,0,1,0,1,0
5572,1,1,1,1,1,0
5573,0,1,0,0,0,0
5574,0,1,0,0,1,1
5575,0,1,0,1,1,1
5576,1,0,1,1,1,0
5577,0,1,1,1,0,0
5578,0,0,1,1,0,0
5579,0,1,1,0,0,0
5580,1,1,0,0,0,0
5581,0,1,1,1,1,1
5582,1,1,0,0,0,0
5583,1,0,1,0,1,1
5584,1,0,1,1,1,0
5585,0,0,1,1,1,1
5586,0,0,0,0,1,0
5587,1,1,1,1,0,0
5588,0,1,0,1,1,1
5589,1,0,1,0,1,0
5590,1,0,1,1,0,1
5591,1,1,0,0,0,0
5592,0,0,1,1,1,1
5593,1,0,1,1,1,1
5594,0,1,1,1,1,1
5595,0,1,1,0,1,1
5596,0,1,1,1,0,0
5597,0,1,0,0,0,0
5598,1,0,0,1,1,0
5599,0,0,1,1,1,0
5600,0,1,1,1,1,0
5601,0,0,1,1,0,0
5602,1,0,1,0,1,1
5603,1,1,1,0,1,1
5604,1,0,1,0,0,1
5605,1,1,1,0,1,0
5606,0,1,0,0,1,0
5607,1,0,0,1,0,0
5608,0,0,1,0,0,0
5609,1,1,0,1,1,0
5610,1,1,0,0,0,1
5611,0,0,1,0,0,1
5612,1,1,0,1,0,0
5613,1,1,1,1,0,0
5614,0,0,0,1,0,1
5615,0,0,1,1,1,1
5616,1,0,0,1,0,1
5617,0,1,1,0,1,1
5618,0,0,1,1,0,1
5619,0,0,1,0,1,0
5620,1,0,0,1,1,1
5621,0,1,1,0,0,0
5622,0,0,1,0,0,0
5623,0,0,0,1,1,1
5624,0,0,1,1,0,1
5625,0,0,1,1,1,1
5626,0,1,1,0,1,1
5627,0,0,0,1,0,1
5628,1,1,1,1,0,0
5629,1,0,0,1,1,0
5630,0,0,1,0,0,0
5631,1,0,0,0,1,0
5632,1,1,1,1,0,0
5633,0,0,1,0,1,1
5634,1,1,0,0,1,1
5635,0,0,1,1,0,1
5636,1,1,0,1,0,1
5637,0,1,0,0,1,0
5638,0,0,1,0,1,0
5639,0,0,0,1,1,0
5640,1,1,0,0,1,0
5641,1,0,0,0,1,0
5642,0,0,1,0,0,1
5643,0,0,0,0,1,1
5644,0,0,0,1,1,1
5645,0,0,1,1,1,1
5646,1,1,0,0,1,0
5647,1,0,1,0,1,1
5648,0,1,1,0,1,0
5649,0,0,0,0,0,1
5650,0,1,1,1,0,0
5651,0,1,0,1,1,1
5652,0,0,0,1,1,1
5653,0,0,1,1,1,1
5654,1,0,0,0,1,1
5655,0,0,0,1,0,1
5656,0,1,1,0,1,1
5657,0,0,1,1,1,1
5658,0,1,1,1,0,1
5659,1,1,1,0,0,1
5660,0,1,0,1,1,0
5661,0,1,0,1,1,1
5662,1,1,1,0,1,1
5663,1,1,1,1,1,0
5664,0,0,0,0,0,1
5665,0,1,1,1,0,1
5666,1,1,0,0,1,1
5667,1,0,1,0,0,1
5668,1,1,0,1,0,1
5669,1,0,1,0,0,0
5670,0,1,1,0,0,1
5671,1,1,0,1,0,0
5672,1,0,1,0,1,0
5673,1,0,1,0,0,0
5674,0,0,0,0,0,0
5675,1,0,0,0,1,0
5676,1,0,0,1,0,1
5677,0,1,1,1,0,0
5678,0,1,1,1,0,0
5679,1,1,1,1,1,0
5680,1,1,0,1,1,0
5681,1,0,0,1,0,1
5682,1,0,0,1,1,0
5683,0,0,1,0,0,1
5684,1,0,1,0,0,1
5685,0,0,0,0,0,0
5686,1,1,0,0,1,0
5687,1,0,0,0,1,1
5688,1,1,0,1,0,0
5689,0,0,0,1,0,0
5690,1,1,0,1,1,1
5691,1,1,0,0,1,0
5692,0,1,0,1,0,0
5693,0,1,0,1,1,1
5694,1,0,0,0,1,1
5695,0,1,1,1,0,1
5696,1,1,0,0,1,1
5697,0,0,0,1,1,1
5698,1,0,0,0,1,0
5699,0,1,1,1,1,1
5700,1,0,0,1,0,0
5701,0,0,1,0,0,0
5702,1,1,1,0,0,1
5703,0,1,1,1,0,1
5704,0,0,0,1,0,0
5705,0,1,1,0,0,1
5706,0,1,0,1,1,1
5707,1,0,1,1,1,1
5708,1,0,1,0,1,1
5709,0,1,0,1,0,1
5710,1,1,0,1,0,0
5711,1,0,0,1,1,1
5712,1,1,1,1,0,0
5713,1,1,0,0,0,0
5714,1,1,1,0,1,0
5715,1,1,0,1,0,1
5716,0,0,1,0,0,1
5717,0,0,0,1,1,0
5718,1,0,1,0,1,1
5719,1,0,1,0,1,1
5720,1,1,0,0,1,1
5721,1,1,0,1,0,0
5722,1,1,0,0,1,0
5723,0,1,1,0,0,1
5724,1,0,0,1,1,0
5725,0,1,1,1,0,0
5726,1,0,1,0,1,0
5727,1,0,0,0,1,1
5728,0,1,0,0,1,1
5729,0,0,1,0,1,1
5730,1,1,0,1,1,0
5731,1,0,0,0,0,0
5732,1,1,0,1,0,1
5733,0,0,0,0,1,0
5734,1,0,0,1,0,1
5735,1,1,0,1,1,1
5736,0,0,1,0,1,1
5737,1,0,1,0,0,0
5738,1,0,0,0,0,0
5739,1,0,0,0,1,0
5740,0,0,0,0,1,0
5741,0,1,0,0,1,0
5742,1,0,0,0,1,1
5743,0,0,0,0,1,0
5744,0,0,1,1,1,0
5745,1,0,0,0,0,0
5746,0,0,0,0,0,1
5747,1,0,1,1,0,1
5748,0,0,1,0,0,0
5749,1,0,1,1,0,1
5750,1,0,1,0,0,1
5751,1,1,1,0,1,0
5752,1,1,1,1,0,0
5753,0,1,0,1,0,0
5754,1,0,0,1,1,0
5755,1,0,0,0,1,0
5756,0,0,1,0,0,0
5757,0,1,0,0,1,1
5758,0,0,1,0,0,1
5759,0,0,1,0,0,1
5760,0,1,0,0,1,0
5761,1,1,0,1,1,0
5762,0,0,0,0,1,0
5763,0,0,0,0,1,0
5764,0,1,0,0,1,0
5765,0,0,1,0,1,0
5766,0,1,0,0,0,0
5767,0,1,1,1,0,1
5768,0,1,0,1,1,1
5769,1,1,1,0,0,0
5770,0,0,0,0,0,1
5771,1,0,1,1,0,1
5772,1,1,1,1,1,0
5773,1,1,1,0,1,1
5774,0,1,1,0,1,1
5775,1,0,1,0,1,0
5776,1,1,0,0,0,0
5777,1,0,1,0,1,1
5778,0,0,0,0,1,0
5779,0,1,1,0,1,1
5780,0,1,1,0,1,1
5781,1,1,0,1,0,1
5782,1,1,1,1,0,1
5783,0,0,1,0,0,1
5784,1,1,0,1,1,0
5785,1,0,1,1,0,0
5786,1,1,0,1,0,1
5787,0,0,0,0,1,1
5788,0,0,1,0,0,0
5789,0,0,0,1,1,0
5790,1,0,0,0,0,1
5791,1,1,0,1,0,0
5792,0,1,1,1,0,0
5793,1,1,1,1,1,1
5794,1,0,0,1,1,0
5795,1,0,1,1,1,0
5796,0,1,1,0,1,1
5797,1,0,0,1,1,1
5798,0,0,1,1,1,1
5799,0,0,1,0,1,0
5800,0,0,0,0,1,1
5801,0,0,0,1,1,0
5802,0,1,0,1,1,1
5803,1,1,1,0,1,1
5804,0,0,1,0,0,0
5805,0,1,1,0,0,1
5806,0,0,1,1,1,0
5807,0,1,1,1,0,0
5808,0,0,0,1,1,0
5809,1,0,0,1,1,1
5810,0,1,1,1,1,1
5811,0,1,1,1,1,0
5812,0,1,1,0,1,1
5813,0,1,1,1,1,1
5814,1,1,1,0,0,1
5815,0,0,1,1,1,1
5816,1,1,0,0,0,0
5817,0,1,1,1,1,0
5818,1,1,1,1,1,0
5819,0,0,0,1,1,0
5820,1,0,1,0,1,1
5821,1,0,0,1,0,1
5822,1,1,1,1,1,1
5823,1,0,1,0,1,0
5824,0,1,0,1,0,1
5825,0,0,0,1,0,1
5826,0,0,0,0,1,0
5827,1,0,1,0,1,0
5828,0,1,0,1,0,0
5829,1,1,0,1,0,0
5830,0,0,0,0,0,0
5831,0,1,0,0,1,1
5832,0,0,1,1,1,0
5833,0,0,1,0,0,0
5834,1,1,1,1,0,1
5835,0,0,1,1,0,1
5836,0,0,1,0,1,0
5837,1,1,1,1,1,1
5838,0,0,1,0,0,0
5839,1,0,1,1,1,0
5840,1,1,1,1,0,0
5841,0,1,1,1,0,1
5842,1,1,1,1,1,1
5843,1,0,0,1,1,0
5844,0,0,0,0,0,1
5845,0,1,0,0,0,1
5846,0,1,1,1,1,0
5847,1,0,1,0,1,0
5848,1,0,0,1,0,1
5849,1,0,1,1,1,0
5850,0,1,0,0,1,1
5851,1,1,1,1,0,1
5852,1,0,0,1,1,1
5853,1,0,1,1,1,0
5854,0,1,0,0,0,0
5855,0,0,1,1,1,1
5856,1,1,0,1,0,0
5857,1,0,0,0,0,1
5858,1,0,1,1,0,1
5859,1,0,1,0,0,1
5860,0,1,1,0,1,1
5861,0,0,1,1,1,0
5862,0,1,0,0,0,0
5863,1,0,0,0,0,0
5864,0,0,1,1,1,1
5865,1,1,0,1,1,1
5866,0,1,0,0,0,1
5867,0,0,1,1,1,0
5868,0,1,1,1,0,0
5869,1,1,0,0,1,1
5870,1,1,1,1,0,1
5871,1,1,0,0,0,0
5872,1,0,0,1,0,0
5873,0,0,0,1,1,0
5874,1,1,1,1,0,1
5875,0,1,0,1,0,0
5876,0,0,0,1,0,0
5877,0,0,1,0,0,1
5878,1,0,0,0,0,0
5879,1,0,1,0,1,0
5880,1,0,0,1,0,0
5881,0,1,1,0,1,1
5882,1,1,0,0,1,1
5883,0,1,0,1,0,0
5884,1,1,0,1,1,0
5885,1,0,1,0,1,1
5886,1,1,0,1,0,1
5887,0,0,1,0,1,1
5888,1,1,0,0,0,1
5889,1,0,1,1,1,1
5890,0,0,1,0,1,1
5891,0,0,1,0,0,1
5892,1,0,1,0,0,1
5893,1,1,1,1,0,1
5894,0,1,1,1,0,1
5895,0,0,0,1,0,1
5896,0,1,1,1,1,1
5897,1,0,1,1,0,0
5898,1,0,1,1,0,1
5899,0,0,0,0,1,0
5900,0,0,1,0,0,0
5901,1,1,0,0,0,1
5902,1,1,0,0,1,0
5903,1,1,0,0,0,0
5904,1,0,0,1,0,1
5905,1,1,0,0,1,0
5906,0,1,0,1,0,1
5907,0,1,1,1,1,1
5908,0,0,0,0,0,0
5909,1,1,0,1,0,1
5910,0,0,1,0,1,0
5911,0,1,1,1,1,0
5912,0,0,0,1,1,0
5913,0,1,0,1,1,1
5914,0,1,1,0,0,0
5915,1,0,1,1,1,0
5916,0,1,0,1,0,1
5917,0,1,0,0,0,1
5918,1,0,0,1,0,0
5919,0,0,1,0,1,0
5920,1,0,1,0,0,1
5921,0,1,1,1,0,1
5922,1,0,0,0,0,1
5923,0,0,1,0,0,0
5924,0,0,1,1,1,1
5925,1,1,0,0,0,0
5926,0,1,0,1,0,0
5927,1,0,0,0,0,1
5928,1,0,1,1,1,0
5929,0,1,1,1,0,0
5930,1,1,0,0,0,1
5931,0,1,1,0,0,0
5932,1,0,0,1,0,1
5933,1,1,0,0,1,1
5934,1,0,0,0,1,0
5935,1,1,1,0,0,1
5936,0,1,1,0,0,0
5937,1,1,1,1,1,1
5938,0,0,1,0,0,1
5939,0,1,1,0,0,0
5940,0,1,1,1,1,0
5941,0,1,1,0,0,0
5942,0,1,1,0,1,0
5943,1,0,1,1,0,1
5944,1,1,0,1,1,0
5945,1,1,0,1,1,0
5946,1,1,0,1,1,0
5947,1,0,0,0,0,0
5948,1,1,0,1,1,1
5949,0,0,0,1,1,0
5950,0,0,1,0,0,1
5951,0,0,0,0,0,0
5952,0,1,1,1,0,1
5953,1,1,1,0,0,0
5954,0,0,1,1,0,0
5955,1,0,0,0,1,0
5956,0,1,0,1,0,1
5957,0,0,1,0,0,0
5958,0,1,0,0,1,1
5959,1,1,0,0,1,1
5960,1,1,0,1,0,1
5961,1,0,0,0,1,1
5962,1,0,1,1,1,1
5963,0,0,0,1,1,1
5964,1,0,1,1,1,1
5965,1,1,0,1,0,0
5966,1,1,1,0,0,1
5967,1,1,1,1,0,0
5968,1,1,0,0,0,1
5969,1,1,0,0,1,0
5970,1,0,0,1,1,1
5971,1,1,0,1,0,1
5972,1,1,1,0,1,1
5973,0,0,1,0,0,0
5974,0,1,1,1,1,1
5975,1,1,1,0,1,0
5976,0,1,1,0,1,0
5977,1,0,0,1,0,1
5978,0,0,1,0,1,0
5979,0,1,0,1,1,1
5980,1,0,0,0,1,0
5981,0,0,0,0,0,1
5982,0,0,1,1,0,1
5983,0,1,1,0,1,1
5984,1,0,1,0,0,1
5985,0,1,0,0,1,1
5986,0,0,0,0,0,1
5987,1,1,0,0,0,1
5988,1,0,1,1,1,0
5989,0,1,1,1,0,0
5990,0,1,1,0,0,0
5991,0,0,0,1,0,1
5992,1,0,1,0,1,1
5993,1,1,1,1,0,0
5994,0,1,1,1,1,1
5995,1,1,0,0,0,0
5996,0,1,0,1,1,1
5997,0,1,0,0,0,0
5998,0,1,0,0,0,1
5999,1,1,1,1,0,1
6000,1,1,1,0,1,0
6001,1,0,0,0,0,0
6002,1,0,1,0,0,0
6003,0,0,0,0,0,0
6004,1,0,1,1,1,0
6005,0,1,1,0,1,0
6006,0,0,1,0,1,0
6007,0,1,0,0,1,1
6008,1,0,1,0,1,0
6009,1,1,0,1,1,0
6010,0,0,0,1,1,0
6011,0,0,1,0,0,0
6012,1,0,1,0,0,1
6013,0,1,0,1,0,0
6014,0,0,1,1,0,0
6015,1,0,0,1,1,0
6016,1,0,0,0,0,1
6017,0,0,1,1,0,0
6018,1,1,1,1,1,0
6019,0,0,0,1,0,1
6020,0,1,0,0,1,0
6021,1,1,1,0,1,0
6022,1,0,1,0,1,0
6023,1,1,0,0,1,0
6024,0,0,0,0,0,0
6025,0,0,0,1,0,0
6026,1,0,0,0,1,1
6027,0,1,0,0,0,1
6028,1,0,1,0,1,0
6029,0,1,0,1,1,0
6030,1,1,1,0,0,1
6031,0,1,0,0,0,1
6032,1,1,0,0,1,0
6033,0,0,1,1,1,1
6034,1,1,1,1,1,1
6035,1,0,1,0,1,1
6036,0,0,1,0,1,0
6037,1,0,0,0,0,0
6038,0,0,1,0,1,1
6039,1,0,1,1,0,1
6040,0,1,0,0,0,1
6041,0,1,1,0,0,0
6042,1,1,1,0,0,0
6043,1,1,0,1,1,1
6044,0,0,0,1,0,0
6045,0,1,0,0,0,1
6046,1,0,1,0,1,1
6047,0,1,1,0,1,1
6048,1,0,0,0,0,1
6049,0,1,0,1,0,0
6050,1,0,0,1,0,1
6051,0,0,1,1,0,0
6052,1,1,1,1,1,1
6053,1,0,0,1,1,0
6054,1,1,1,0,1,1
6055,1,0,0,0,0,0
6056,0,1,1,0,1,1
6057,0,0,1,0,0,1
6058,0,0,1,0,1,1
6059,0,1,1,0,0,1
6060,0,0,1,0,0,1
6061,1,1,0,1,1,0
6062,1,0,0,0,0,0
6063,1,1,0,0,1,0
6064,0,0,1,1,1,1
6065,1,0,0,1,1,1
6066,0,0,0,0,1,1
6067,0,1,1,1,0,1
6068,0,0,0,0,1,1
6069,0,0,0,1,0,1
6070,1,0,0,0,0,1
6071,0,1,1,1,0,1
6072,1,0,1,1,1,1
6073,0,0,1,1,1,0
6074,1,0,0,0,1,0
6075,1,0,0,1,0,0
6076,1,0,1,1,0,0
6077,0,1,0,0,0,0
6078,1,1,1,1,1,1
6079,0,0,1,1,1,1
6080,0,0,0,0,1,0
6081,1,0,1,0,1,1
6082,1,1,1,0,0,0
6083,0,1,1,0,1,0
6084,0,1,0,0,0,0
6085,1,0,1,0,0,0
6086,1,1,0,1,0,0
6087,0,0,1,0,1,1
6088,0,0,0,1,0,0
6089,0,0,0,0,1,1
6090,0,1,0,1,1,0
6091,0,0,1,0,1,1
6092,1,1,1,1,0,0
6093,1,1,0,0,1,0
6094,0,0,1,1,0,0
6095,0,0,0,1,0,0
6096,0,0,0,1,1,1
6097,1,1,0,0,0,1
6098,0,0,0,1,0,0
6099,0,1,1,0,1,0
6100,0,1,1,0,1,0
6101,0,0,0,1,1,1
6102,0,1,0,1,0,1
6103,0,1,0,1,0,1
6104,1,0,1,1,1,1
6105,1,0,1,1,1,0
6106,0,1,0,0,1,0
6107,0,0,0,1,1,1
6108,1,0,1,1,0,0
6109,0,1,0,1,0,1
6110,1,1,0,0,0,0
6111,0,0,1,1,1,1
6112,1,0,0,1,1,1
6113,0,0,0,0,1,0
6114,1,1,0,0,0,0
6115,1,1,1,1,0,1
6116,0,0,1,0,1,1
6117,1,1,1,1,0,1
6118,1,0,1,1,0,1
6119,0,0,1,0,1,0
6120,1,0,0,1,0,0
6121,0,0,1,0,0,0
6122,1,0,1,1,1,1
6123,0,1,0,0,0,0
6124,1,0,1,1,0,0
6125,0,0,0,0,1,1
6126,1,0,0,0,1,1
6127,1,1,0,1,0,0
6128,0,0,0,0,1,0
6129,0,0,1,0,0,0
6130,0,0,0,1,1,1
6131,1,1,1,0,1,1
6132,0,0,0,1,0,1
6133,0,1,0,0,0,0
6134,1,0,0,0,1,0
6135,0,0,0,1,1,0
6136,0,0,1,0,0,1
6137,0,1,0,0,0,1
6138,1,0,1,0,1,0
6139,1,0,1,0,0,0
6140,1,0,1,0,1,1
6141,0,0,0,0,1,1
6142,1,1,1,1,0,1
6143,1,0,1,0,1,0
6144,0,1,0,1,1,0
6145,0,1,0,0,0,1
6146,0,1,0,1,1,1
6147,1,0,1,1,0,1
6148,0,1,0,0,0,1
6149,1,1,1,1,0,1
6150,0,0,1,0,1,1
6151,0,0,0,0,0,1
6152,0,1,1,1,0,1
6153,0,1,1,0,0,0
6154,0,0,0,1,1,1
6155,0,0,0,1,1,0
6156,0,0,1,0,1,0
6157,0,1,0,0,0,1
6158,0,0,0,1,1,1
6159,0,0,1,1,1,0
6160,0,1,0,0,1,1
6161,1,0,1,0,1,0
6162,1,0,0,1,0,0
6163,1,0,1,0,1,1
6164,0,0,0,1,0,1
6165,0,1,0,1,1,1
6166,0,0,1,0,1,0
6167,1,0,1,1,1,0
6168,1,1,0,0,1,1
6169,1,1,1,1,1,1
6170,0,0,0,0,0,0
6171,1,1,1,0,1,0
6172,0,1,0,1,0,1
6173,0,0,0,0,1,1
6174,1,0,0,1,0,1
6175,0,0,0,1,0,0
6176,1,0,0,1,1,1
6177,0,1,1,1,1,1
6178,1,0,0,1,1,0
6179,1,1,0,0,1,1
6180,0,0,1,0,1,1
6181,0,0,1,0,0,0
6182,1,0,1,1,1,1
6183,1,0,0,0,0,0
6184,0,0,0,1,1,1
6185,1,1,0,0,1,1
6186,1,0,1,1,0,0
6187,1,0,1,1,0,1
6188,0,1,1,0,0,1
6189,1,0,0,1,0,0
6190,0,0,0,0,1,0
6191,1,0,1,0,1,0
6192,1,0,1,0,0,0
6193,0,1,1,1,0,1
6194,1,1,1,1,0,0
6195,1,1,1,0,0,0
6196,0,1,0,0,0,1
6197,0,1,0,1,0,0
6198,1,1,0,1,0,1
6199,1,1,0,1,0,1
6200,1,1,1,0,1,0
6201,1,0,1,1,0,1
6202,0,1,0,0,1,0
6203,0,0,0,1,0,1
6204,0,1,1,1,1,1
6205,1,1,1,0,0,0
6206,1,0,0,0,1,0
6207,0,1,0,0,1,0
6208,1,1,1,0,1,0
6209,0,0,1,0,0,0
6210,0,1,1,1,1,0
