GameId,MinPlayer,MaxPlayer,AverageTime,YearReleased,RatingScore,mechanics,owned,Theme,DesignerName,"Weight																											"
20014,2,6,90,2010,7.15,"Dice Rolling	 Modular Board	 Partnerships	 Roll / Spin and Move	 Variable Player Powers",1744,"Fighting	 Science Fiction",Jason C. Hill,2.78
20015,1,7,90,2014,7.41,"Action Point Allowance System	 Co-operative Play	 Variable Player Powers",1219,Science Fiction,"Joe Price	 JT Smith",2.38
20016,2,5,90,2007,6.59,Auction/Bidding,1972,"Ancient	 Civilization	 Economic",Thomas Lehmann,2.93
20017,2,6,90,1996,6.88,"Point to Point Movement	 Route/Network Building",1155,"Exploration	 Transportation	 Travel",Wolfgang Kramer,1.97
20018,2,4,20,2013,6.81,"Set Collection	 Simultaneous Action Selection",1712,Card Game,Gun-Hee Kim,1.88
20019,2,5,90,2016,7.93,"Dice Rolling	 Grid Movement	 Hand Management	 Modular Board	 Variable Player Powers",1604,"Comic Book / Strip	 Fighting	 Miniatures",Kevin Wilson,2.8
20020,2,6,30,1997,6.37,"Route/Network Building	 Tile Placement",5044,Trains,Dirk Henn,1.7
20021,2,4,60,2008,6.65,"Co-operative Play	 Dice Rolling	 Set Collection",2170,"Fantasy	 Horror	 Novel-based",Michael Rieneck,2.48
20022,2,4,120,2015,7.02,"Action Point Allowance System	 Area Control / Area Influence	 Area Movement",1595,"Exploration	 Nautical	 Transportation",Martin Wallace,3.55
20023,2,4,60,2015,7.24,"Area Control / Area Influence	 Deck / Pool Building	 Modular Board",1142,"Spies/Secret Agents	 World War II","Gil d'Orey	 Antonio Sousa Lara",2.61
20024,2,6,210,2005,7.93,"Auction/Bidding	 Route/Network Building	 Stock Holding	 Tile Placement",372,"Economic	 Trains	 Transportation",Yasutaka Ikeda,3.89
20025,3,4,40,1990,6.6,"Hand Management	 Set Collection	 Trick-taking",3161,"Card Game	 Political",Lee Yih,1.87
20026,2,4,30,1964,6.58,Route/Network Building,4000,Abstract Strategy,Alex Randolph,2.38
20027,2,5,60,2012,6.78,"Card Drafting	 Modular Board	 Tile Placement",1831,"Deduction	 Murder/Mystery	 Spies/Secret Agents",Martin Wallace,2.26
20028,2,5,120,2014,6.93,"Area Control / Area Influence	 Dice Rolling	 Hand Management	 Point to Point Movement",2030,"Comic Book / Strip	 Fighting	 Science Fiction	 Space Exploration	 Transportation",Martin Wallace,2.65
20029,2,5,60,2015,6.71,"Dice Rolling	 Grid Movement	 Hand Management	 Modular Board	 Partnerships",5732,"Fantasy	 Miniatures	 Wargame","James D'Aloisio	 Ethan Fleischer	 Craig Van Ness",2.29
20030,2,4,20,2009,6.76,"Hand Management	 Set Collection",1880,"Card Game	 Number",Reiner Knizia,1.52
20031,3,5,180,2009,7.01,"Auction/Bidding	 Trading",898,"Economic	 Industry / Manufacturing	 Negotiation","Jeroen Doumen	 Joris Wiersinga",3.57
20032,2,6,45,1996,6.78,"Auction/Bidding	 Betting/Wagering	 Hand Management",1382,Racing,Wolfgang Kramer,1.75
20033,2,4,120,2016,7.68,"Co-operative Play	 Dice Rolling	 Modular Board	 Role Playing	 Storytelling	 Variable Player Powers",1567,"Adventure	 Exploration	 Fantasy	 Fighting	 Miniatures","James M. Hewitt	 (Uncredited)",2.5
20034,2,5,90,2011,6.5,"Auction/Bidding	 Set Collection	 Worker Placement",3167,Economic,Serge Laget,2.08
20035,2,4,2400,2008,8.18,"Chit-Pull System	 Dice Rolling	 Hex-and-Counter",779,"Wargame	 World War II",Adam Starkweather,3.86
20036,2,2,360,2008,7.91,"Campaign / Battle Card Driven	 Dice Rolling	 Point to Point Movement",1249,"Wargame	 World War I","Brad Stock	 Brian Stock",3.86
20037,2,4,30,2016,6.97,"Area Control / Area Influence	 Hand Management",1978,Card Game,"Jordan Goddard	 Mandy Goddard",1.6
20038,2,2,60,1995,6.6,"Area Control / Area Influence	 Hand Management	 Modular Board	 Variable Player Powers",3240,"Card Game	 Collectible Components	 Movies / TV / Radio theme	 Science Fiction","Tom Braunlich	 Jerry Darcy	 Chuck Kallenbach	 Roland L. Tesh",3.07
20039,2,2,45,2013,7.39,"Co-operative Play	 Pattern Building	 Press Your Luck	 Tile Placement",1692,"Card Game	 Deduction",Kuro,3.26
20040,2,4,75,2007,6.68,"Auction/Bidding	 Card Drafting	 Hand Management	 Set Collection",1717,"Card Game	 Economic	 Nautical",Torsten Landsvogt,2.59
20041,2,2,40,2008,6.9,Pattern Building,1255,"Puzzle	 Real-time",Grzegorz Rejchtman,1.78
20042,1,6,120,2012,7.16,"Co-operative Play	 Deck / Pool Building	 Hand Management",1532,"Card Game	 Fantasy",Jeremy Anderson,2.69
20043,2,4,20,2013,6.36,"Auction/Bidding	 Hand Management	 Player Elimination	 Take That	 Variable Player Powers",14915,"Card Game	 Fantasy	 Video Game Theme","Johnny O'Neal	 Chris O'Neal",1.81
20044,2,4,90,2007,6.86,"Area Control / Area Influence	 Route/Network Building	 Secret Unit Deployment	 Simulation	 Tile Placement",1892,"Ancient	 Civilization	 Exploration	 Nautical",Kevin McPartland,2.45
20045,2,4,90,2008,6.75,"Action Point Allowance System	 Auction/Bidding	 Pick-up and Deliver	 Route/Network Building	 Set Collection",1839,American West,"Michael Kiesling	 Wolfgang Kramer",3.6
20046,3,8,30,2015,7.1,"Acting	 Partnerships",1308,"Deduction	 Party Game	 Puzzle","?? ?? (Shingo Fujita)	 Shotaro Nakashima	 ???? (Motoyuki Ohki)	 Hiromi Oikawa",1.3
20047,2,5,90,2010,6.84,Auction/Bidding,1146,"Economic	 Farming",Ulrich Blum,3.14
20048,2,7,30,1984,6.45,Roll / Spin and Move,3888,"Bluffing	 Spies/Secret Agents",Wolfgang Kramer,1.49
20049,1,1,30,2015,7.46,"Dice Rolling	 Worker Placement",1356,"Print & Play	 Science Fiction",Tony Go,1.65
20050,1,6,120,2015,7.6,"Action Point Allowance System	 Co-operative Play	 Dice Rolling	 Modular Board	 Variable Player Powers",1416,"Adventure	 Dice	 Fighting	 Miniatures	 Science Fiction	 Space Exploration","Dan Raspler	 Al Rose",2.56
20051,3,4,90,1999,6.98,"Dice Rolling	 Hand Management	 Memory	 Trading",1475,"Medieval	 Negotiation",Klaus Teuber,2.78
20052,2,5,30,2013,6.86,Deck / Pool Building,2046,"Card Game	 Fantasy	 Movies / TV / Radio theme	 Novel-based","Ben Stoll	 Patrick Sullivan (II)",2.13
20053,1,4,20,2017,7.38,"Press Your Luck	 Set Collection",1428,"Abstract Strategy	 Bluffing","Eduardo Baraf	 Steve Finn	 Keith Matejka",1.2
20054,2,8,120,1979,6.71,"Action / Movement Programming	 Action Point Allowance System	 Betting/Wagering	 Dice Rolling	 Grid Movement	 Paper-and-Pencil	 Player Elimination	 Press Your Luck	 Variable Player Powers",2511,"Ancient	 Fighting	 Racing","Don Greenwood	 Michael E. Matheny",2.65
20055,2,6,120,2002,6.69,"Area Control / Area Influence	 Auction/Bidding	 Tile Placement",1606,"Animals	 Prehistoric",Wolfgang Kramer,3.1
20056,2,4,90,2013,6.9,"Action Point Allowance System	 Area Control / Area Influence	 Auction/Bidding	 Card Drafting	 Deck / Pool Building	 Dice Rolling	 Grid Movement	 Hand Management	 Tile Placement	 Variable Player Powers	 Worker Placement",1684,"Dice	 Economic	 Fighting	 Science Fiction	 Territory Building","Colby Dauch	 Isaac Vega",3.06
20057,2,4,45,2005,6.4,"Dice Rolling	 Grid Movement	 Hand Management	 Pattern Building",4644,Animals,"Gordon Lamont	 Fraser Lamont",2.23
20058,2,4,30,2016,6.84,Set Collection,1421,Animals,"Wolfgang Sentker	 Ralf zur Linde",1.43
20059,1,4,150,2014,7.24,"Co-operative Play	 Dice Rolling	 Modular Board	 Role Playing	 Variable Player Powers",1342,"Adventure	 Exploration	 Fantasy	 Fighting	 Humor	 Zombies",Tom Stasiak,3.12
20060,1,6,120,2013,7.26,"Action / Movement Programming	 Action Point Allowance System	 Area Movement	 Co-operative Play	 Point to Point Movement	 Variable Player Powers",986,"Action / Dexterity	 Horror	 Renaissance	 Zombies",Matteo Santus,3.34
20061,2,6,30,2014,6.42,"Dice Rolling	 Set Collection",5208,"Dice	 Medieval",Reiner Knizia,1.14
20062,2,6,30,2000,6.46,"Action / Movement Programming	 Point to Point Movement	 Simultaneous Action Selection",3016,"Abstract Strategy	 Racing",Roberto Fraga,1.71
20063,2,2,60,2005,7.46,"Hex-and-Counter	 Modular Board",1352,"Wargame	 World War II",Mark H. Walker,3.06
20064,2,2,20,2006,6.68,"Hand Management	 Variable Player Powers",2713,"Card Game	 Collectible Components	 Fantasy	 Video Game Theme","Ben Cichoski	 Mike Hummel	 Cory Jones	 Brian M. Kibler	 Daniel Mandel	 Matt Place	 Patrick Sullivan (II)	 Drew Walker (I)	 Andrew Wolf",2.56
20065,3,6,180,2009,6.97,Area Control / Area Influence,787,"Ancient	 Civilization	 Medieval	 Renaissance	 Wargame","Gary Dicken	 Steve Kendall	 Phil Kendall",2.87
20066,1,4,90,2015,7.74,"Co-operative Play	 Deck / Pool Building	 Dice Rolling	 Storytelling	 Variable Player Powers",1150,"Adventure	 Fantasy	 Fighting	 Horror	 Miniatures	 World War II","Mike Langlois	 Christian Leonhard",2.64
20067,2,5,45,2012,6.67,Dice Rolling,2224,"Dice	 Farming",Uwe Rosenberg,1.31
20068,3,7,30,1850,6.42,Trick-taking,1519,"Card Game	 Movies / TV / Radio theme",(Uncredited),1.78
20069,2,2,30,2013,7.15,"Card Drafting	 Deck / Pool Building	 Hand Management",1752,"Card Game	 Fantasy","John Fiorillo	 Justin Gary",2
20070,2,4,90,2001,6.57,"Area Control / Area Influence	 Modular Board	 Tile Placement",2472,"Exploration	 Nautical",Klaus Teuber,2.45
20071,2,5,120,2011,6.91,"Auction/Bidding	 Commodity Speculation",1936,"Bluffing	 Economic	 Exploration","Wilko Manz	 Steven Kimball",2.6
20072,1,8,15,2006,6.35,Tile Placement,9097,"Real-time	 Word Game","Rena Nathanson	 Abe Nathanson",1.37
20073,3,5,45,1997,6.38,"Grid Movement	 Modular Board	 Pick-up and Deliver",4635,"Nautical	 Racing",Werner Hodel,1.7
20074,2,5,45,2007,7.22,Auction/Bidding,494,"City Building	 Economic",Klaus Zoch,2.64
20075,2,5,45,2008,6.88,"Modular Board	 Tile Placement",921,"Abstract Strategy	 Racing",Holger Lanz,1.89
20076,2,8,10,1979,6.85,Pattern Recognition,1672,"Real-time	 Word Game",Alan Turoff,1.56
20077,2,6,60,1984,6.39,"Paper-and-Pencil	 Voting",6122,"Bluffing	 Party Game	 Word Game","Laura Robinson	 Paul Toyne",1.42
20078,4,12,30,2008,7.42,"Acting	 Memory	 Partnerships",854,"Humor	 Party Game",Peter Sarrett,1.13
20079,2,4,45,2002,6.41,"Action Point Allowance System	 Area Control / Area Influence	 Hand Management	 Point to Point Movement",4240,Fantasy,Tom Jolly,1.95
20080,1,6,120,1985,7.1,"Point to Point Movement	 Storytelling	 Trading	 Variable Player Powers",1065,"Adventure	 Arabian	 Fantasy","Brad Freeman	 Eric Goldberg	 Doug Kaufman	 Kevin Maroney	 Ken Rolston",2.44
20081,2,4,120,2013,7.09,"Action / Movement Programming	 Deck / Pool Building	 Hand Management	 Secret Unit Deployment	 Worker Placement",1338,"City Building	 Economic	 Medieval","Nikolas Sakaloglou	 Sotirios Tsantilas",3.11
20082,2,2,90,2011,7.87,"Dice Rolling	 Hex-and-Counter	 Modular Board",1190,"Wargame	 World War II",Jim Krohn,2.7
20083,2,6,120,1971,6.87,"Action Point Allowance System	 Modular Board	 Simultaneous Action Selection",1883,"Racing	 Sports","Thomas M. Divoll	 John B. Reilly",2.06
20084,3,6,90,2008,6.64,"Dice Rolling	 Modular Board	 Tile Placement	 Variable Phase Order",1338,"Civilization	 Science Fiction	 Space Exploration",Adam West,2.92
20085,2,5,90,2010,6.84,"Set Collection	 Simultaneous Action Selection	 Worker Placement",1029,"Economic	 Medieval",Andreas Steding,2.96
20086,2,4,60,2012,6.8,"Card Drafting	 Pick-up and Deliver	 Point to Point Movement	 Set Collection",1435,"Adventure	 Exploration	 Travel",Michael Schacht,2.02
20087,3,4,30,2006,6.58,"Pick-up and Deliver	 Point to Point Movement	 Simultaneous Action Selection	 Trading",1712,"City Building	 Real-time	 Science Fiction	 Transportation",Tobias Stapelfeldt,2.4
20088,2,6,90,1998,6.77,"Area Control / Area Influence	 Route/Network Building",1432,"Economic	 Medieval",Christwart Conrad,3.11
20089,3,6,30,2010,6.67,Pattern Recognition,2344,"Party Game	 Real-time	 Trivia	 Word Game",Andrew Innes,1.08
20090,2,4,30,2002,6.59,"Hand Management	 Route/Network Building",1937,"Aviation / Flight	 Educational	 Exploration	 Travel","Grafik Studio Kr�ger	 Alan R. Moon	 Aaron Weissblum",1.35
20091,3,4,60,2009,6.66,"Area Control / Area Influence	 Auction/Bidding	 Route/Network Building",1889,"Adventure	 Ancient",Michael Schacht,2.26
20092,2,10,150,2008,6.99,"Modular Board	 Simulation",914,"Racing	 Sports","Christophe Leclercq	 Alain Ollier",2.51
20093,3,3,180,2008,6.91,"Area Control / Area Influence	 Area-Impulse	 Dice Rolling	 Set Collection",1026,"Ancient	 Civilization	 Fighting",Martin Wallace,2.51
20094,2,6,60,1983,7.11,"Hex-and-Counter	 Simultaneous Action Selection",1102,"Aviation / Flight	 Wargame	 World War I","Phil Hall	 John Harshman",2.25
20095,2,4,90,2012,7.4,"Action Point Allowance System	 Area Movement	 Campaign / Battle Card Driven	 Hand Management",1746,"Card Game	 Fantasy	 Miniatures","Chris Dupuis	 Peter Lee	 Kevin Tatroe	 Rodney Thompson",2.69
20096,2,5,30,2014,6.5,"Area Control / Area Influence	 Hand Management",4368,"Card Game	 Medical",Carey Grayson,1.91
20097,2,4,60,2007,6.43,"Card Drafting	 Dice Rolling	 Set Collection",2710,"Aviation / Flight	 Dice	 Industry / Manufacturing",Andreas Seyfarth,1.87
20098,1,5,90,2014,6.64,"Action Point Allowance System	 Card Drafting	 Hand Management",2268,"Card Game	 Civilization","Agnieszka Kopera	 Andrei Novac",2.42
20099,2,3,240,2001,6.65,"Area Control / Area Influence	 Area Movement	 Partnerships",2937,"Wargame	 World War II","Stephen Baker	 Rob Daviau	 Larry Harris	 Jr.",2.86
20100,2,4,25,2003,6.57,"Hand Management	 Route/Network Building	 Tile Placement",1975,"Aviation / Flight	 Travel","Alan R. Moon	 Aaron Weissblum",1.39
20101,2,6,45,1998,7.29,"Hand Management	 Modular Board	 Variable Player Powers",861,"American West	 Card Game	 City Building	 Collectible Components	 Fantasy	 Fighting	 Horror",Dave Williams (II),3.02
20102,2,2,0,2016,7.74,"Area Control / Area Influence	 Hand Management	 Variable Player Powers	 Worker Placement",2136,"Card Game	 Fantasy",Paul Peterson,0
20103,3,6,45,2008,6.44,Simultaneous Action Selection,2591,"Action / Dexterity	 Puzzle	 Real-time",Bernd Eisenstein,1.29
20104,2,5,90,2000,6.63,"Partnerships	 Role Playing	 Roll / Spin and Move	 Variable Player Powers",2565,"Horror	 Movies / TV / Radio theme","Rob Daviau	 Bill Sabram	 Craig Van Ness",1.99
20105,2,4,30,2016,7.1,"Memory	 Player Elimination	 Press Your Luck",2077,"Bluffing	 Card Game	 Fantasy	 Fighting","Antoine Bauza	 Masato Uesugi",1.11
20106,1,1,60,2013,7.63,"Action Point Allowance System	 Campaign / Battle Card Driven	 Point to Point Movement",1229,"Civil War	 Pike and Shot	 Political	 Religious	 Renaissance	 Wargame",John Welch,2.73
20107,1,4,60,2010,6.85,"Co-operative Play	 Dice Rolling	 Simultaneous Action Selection	 Variable Player Powers",1468,Real-time,Tim Fowers,2.03
20108,2,2,360,2003,6.87,"Area Movement	 Campaign / Battle Card Driven	 Dice Rolling	 Simulation",2074,"Napoleonic	 Wargame",Renaud Verlaque,3.15
20109,2,2,90,1979,6.49,"Area Movement	 Dice Rolling",3966,"Science Fiction	 Wargame",Tom Wham,1.83
20110,2,4,30,2002,6.88,"Press Your Luck	 Roll / Spin and Move",1471,"Animals	 Children's Game	 Dice",Manfred Ludwig,1.09
20111,2,5,120,1993,7,"Action Point Allowance System	 Grid Movement	 Modular Board	 Variable Player Powers",1489,"Science Fiction	 Wargame",Richard Borg,2.24
20112,2,6,45,2006,6.55,"Hand Management	 Partnerships	 Set Collection	 Take That",2018,"Ancient	 Bluffing	 Card Game	 Mythology",Dominique Ehrhard,2.09
20113,2,4,60,1977,6.29,"Set Collection	 Tile Placement",14564,"Card Game	 Number",Ephraim Hertzano,1.78
20114,2,6,120,2016,7.21,"Auction/Bidding	 Modular Board	 Set Collection	 Tile Placement	 Worker Placement",1349,"City Building	 Economic	 Territory Building","Sebastian Bleasdale	 Richard Breese",2.67
20115,2,2,180,1988,6.78,"Dice Rolling	 Grid Movement	 Variable Player Powers",1702,"Fantasy	 Fighting	 Sports","Marc Gascoigne	 Jervis Johnson",2.83
20116,2,5,60,2013,7.06,"Card Drafting	 Deck / Pool Building	 Hand Management",1802,"Card Game	 Fantasy","Curt Crane	 Mike Elliott	 Jeff Quick",2.29
20117,2,6,60,2005,6.47,"Auction/Bidding	 Card Drafting	 Hand Management",2462,"Card Game	 Humor	 Mature / Adult","Friedemann Friese	 Marcel-Andr�?Casasola Merkle",2.27
20118,2,2,180,2007,7.28,"Area Movement	 Campaign / Battle Card Driven	 Dice Rolling	 Simulation",979,"Civil War	 Wargame",Antonio Catal�n,2.82
20119,2,5,30,2009,6.6,"Commodity Speculation	 Hand Management",2609,Card Game,Reiner Knizia,1.66
20120,2,5,30,2005,6.51,Tile Placement,3107,Medieval,"Leo Colovini	 Klaus-J�rgen Wrede",1.94
20121,2,5,60,2002,6.7,"Hand Management	 Modular Board	 Pick-up and Deliver",1299,Exploration,Wolfgang Kramer,2.4
20122,2,2,90,2013,7.6,"Action Point Allowance System	 Area Movement	 Campaign / Battle Card Driven	 Hand Management",1578,"Card Game	 Fantasy	 Miniatures","Chris Dupuis	 Peter Lee	 Kevin Tatroe	 Rodney Thompson",2.39
20123,2,6,60,1996,6.78,Auction/Bidding,1262,"Card Game	 Racing",Wolfgang Kramer,1.7
20124,3,5,180,1999,7.28,"Auction/Bidding	 Route/Network Building	 Stock Holding",610,"Economic	 Print & Play	 Trains	 Transportation",Mark Derrick,3.9
20125,1,1,240,2009,7.97,"Dice Rolling	 Simulation",866,"Modern Warfare	 Nautical	 Political	 Wargame",Daniel Hodges (I),3.07
20126,2,6,30,2010,6.63,Memory,1566,"Action / Dexterity	 Murder/Mystery	 Party Game",Alessandro Zucchini,1.46
20127,2,6,45,2013,7.01,Simultaneous Action Selection,1272,"Animals	 Economic	 Farming",Kuraki Mura,2.48
20128,2,2,30,2002,6.58,"Dice Rolling	 Grid Movement	 Roll / Spin and Move",1357,"Dice	 Sports",Corn�?van Moorsel,1.54
20129,2,4,45,2016,6.97,"Card Drafting	 Press Your Luck	 Set Collection",1551,"Card Game	 Pirates",Th�o Rivi�re,1.6
20130,1,1,120,2008,7,"Area Movement	 Dice Rolling",1734,"Wargame	 World War II",Dan Verssen,2.45
20131,1,2,45,2007,6.66,"Action / Movement Programming	 Hex-and-Counter	 Secret Unit Deployment",2578,"Aviation / Flight	 Wargame	 World War II",Friedemann de Pedro,2.49
20132,3,5,45,2016,7.08,"Card Drafting	 Dice Rolling	 Hand Management	 Press Your Luck	 Set Collection	 Simultaneous Action Selection	 Variable Player Powers",1562,"Card Game	 Fantasy	 Horror	 Video Game Theme",Eric M. Lang,2.13
20133,1,5,30,2013,6.71,Co-operative Play,1855,Card Game,"Bruno Cathala	 Ludovic Maublanc",1.64
20134,2,5,45,2000,6.55,"Auction/Bidding	 Hand Management	 Set Collection",2096,"Card Game	 Fighting	 Medieval","Reiner Knizia	 Andy Lewis",1.61
20135,2,5,30,2009,6.62,Tile Placement,1259,"Exploration	 Nautical",G�nter Burkhardt,1.78
20136,2,4,30,1991,6.71,"Partnerships	 Secret Unit Deployment",2088,"Children's Game	 Deduction","John LaBelle	 Thomas Rabideau	 Dave Rabideau",1.92
20137,2,4,30,2017,7.19,"Hand Management	 Simultaneous Action Selection",1115,"Card Game	 Science Fiction",Thomas Lehmann,1.71
20138,1,4,90,2003,6.51,"Dice Rolling	 Modular Board	 Pick-up and Deliver	 Point to Point Movement	 Role Playing	 Variable Player Powers",2835,"Adventure	 Exploration	 Fantasy",Lutz Stepponat,2.35
20139,3,4,90,2003,6.52,"Auction/Bidding	 Tile Placement",2168,"Economic	 Territory Building","Alan R. Moon	 Aaron Weissblum",2.47
20140,2,5,45,2002,6.49,"Action Point Allowance System	 Area Control / Area Influence	 Modular Board",2292,"Animals	 Prehistoric",Ralf Lehmkuhl,2.39
20141,2,8,30,2012,6.82,Pattern Recognition,1785,"Action / Dexterity	 Card Game	 Children's Game	 Party Game	 Real-time",Jacques Zeimet,1.29
20142,3,5,90,1999,6.61,"Area Control / Area Influence	 Area Enclosure	 Hand Management",1899,"Abstract Strategy	 Medieval	 Territory Building",Reiner Knizia,2.43
20143,2,6,45,2015,6.92,"Dice Rolling	 Hand Management	 Take That",2559,"Fantasy	 Fighting	 Humor",none,1.64
20144,2,10,120,2007,6.48,"Dice Rolling	 Point to Point Movement	 Variable Player Powers",5120,"Fantasy	 Fighting	 Horror	 Miniatures	 Science Fiction	 Spies/Secret Agents	 Wargame	 World War I","William Grosselin	 Didier Poli",2.73
20145,3,6,360,2006,7.55,"Auction/Bidding	 Route/Network Building	 Stock Holding	 Tile Placement",592,"Economic	 Trains",Ian D. Wilson,4.23
20146,2,4,60,2006,6.54,"Area Control / Area Influence	 Commodity Speculation	 Stock Holding	 Tile Placement",1661,"Civilization	 Mythology",Ren�?Wiersma,2.45
20147,4,8,40,2010,6.48,"Hand Management	 Role Playing	 Variable Player Powers",3020,"Bluffing	 Card Game	 Deduction	 Fighting	 Party Game","Michael Palm	 Lukas Zach",1.97
20148,3,6,30,1999,6.47,"Betting/Wagering	 Press Your Luck",2055,"Aviation / Flight	 Bluffing	 Card Game",Aaron Weissblum,1.15
20149,3,4,60,1996,6.84,Auction/Bidding,1032,Economic,Stefan Dorra,2.15
20150,2,5,75,2014,7.27,Deck / Pool Building,1761,"Card Game	 Comic Book / Strip",Matt Hyra,2.49
20151,3,6,60,2008,6.75,"Commodity Speculation	 Set Collection",1429,"Nautical	 Renaissance",Reiner Knizia,2.25
20152,3,5,60,2015,7.01,"Auction/Bidding	 Card Drafting	 Set Collection",1554,"Bluffing	 Card Game	 Deduction	 Fantasy","Jonathan Gilmour	 Ben Harkins",2.09
20153,2,4,150,2011,6.67,"Dice Rolling	 Simultaneous Action Selection",2017,"Card Game	 Dice	 Sports",Stephen Glenn,1.79
20154,2,2,90,2014,8.17,"Dice Rolling	 Hand Management	 Storytelling",777,"Card Game	 Dice	 Exploration	 Fantasy","Tom W. Green	 III	 Stephen C. Smith",3.05
20155,3,8,60,2006,6.47,"Simultaneous Action Selection	 Voting",2695,"Humor	 Party Game",Nick Kellet,1.25
20156,2,2,60,2005,6.97,"Action Point Allowance System	 Dice Rolling",1564,"Ancient	 Card Game	 Fantasy	 Fighting	 Wargame","Robert Dougherty	 Chad Ellis	 Darwin Kastle",2.84
20157,2,6,60,2016,7.08,Auction/Bidding,1829,"Card Game	 Economic	 Industry / Manufacturing",Friedemann Friese,2.33
20158,2,2,45,2014,6.75,Hand Management,1947,Ancient,Arve D. F�hler,1.88
20159,3,5,20,2013,6.65,"Action / Movement Programming	 Player Elimination	 Simultaneous Action Selection	 Take That",2279,"Card Game	 Humor	 Pirates","Shane Steely	 Jared Tinney",1.26
20160,2,5,20,2008,6.49,"Dice Rolling	 Memory	 Press Your Luck	 Set Collection",2318,Dice,Reiner Knizia,1.24
20161,2,2,360,2015,8.4,"Hex-and-Counter	 Simulation",1396,"American Civil War	 Wargame",Mark Simonitch,3.74
20162,2,8,20,1992,6.3,"Area Control / Area Influence	 Hand Management	 Partnerships",8109,"Card Game	 Nautical	 Pirates",Reiner Knizia,1.39
20163,2,2,180,1979,6.79,"Hex-and-Counter	 Point to Point Movement	 Simultaneous Action Selection",1582,"Movies / TV / Radio theme	 Science Fiction	 Space Exploration	 Wargame",Stephen V. Cole,4.15
20164,3,20,30,2014,7.06,"Acting	 Card Drafting	 Role Playing	 Storytelling",1393,"Card Game	 Educational	 Humor	 Party Game	 Word Game",Anthony Conta,1.17
20165,2,5,20,2011,6.56,"Hand Management	 Simultaneous Action Selection",1772,"Card Game	 City Building",Thomas Lehmann,1.56
20166,2,5,60,2012,6.6,"Action Point Allowance System	 Modular Board	 Set Collection	 Tile Placement",2087,"Environmental	 Exploration	 Maze	 Travel",Adam Ka?u?a,2.5
20167,2,4,30,2016,6.99,"Card Drafting	 Grid Movement	 Set Collection",1454,"Card Game	 Fantasy",Bruno Cathala,1.22
20168,1,4,50,2014,6.47,"Deck / Pool Building	 Press Your Luck",4288,"Card Game	 City Building",Chih-Fan Chen,1.74
20169,2,16,120,2003,6.59,"Dice Rolling	 Grid Movement	 Modular Board	 Partnerships	 Player Elimination	 Variable Player Powers",2340,"Adventure	 Ancient	 Fighting	 Post-Napoleonic	 Science Fiction",Brett G. Murrell,2.86
20170,2,5,45,2012,7,"Hand Management	 Tile Placement",1319,"Abstract Strategy	 Mythology",Scott Caputo,1.9
20171,2,10,30,2015,7.14,"Betting/Wagering	 Simultaneous Action Selection",1279,"Card Game	 Educational	 Trivia","Cyril Demaegd	 Fr�d�ric Henry",1.3
20172,2,6,120,2008,7.89,"Auction/Bidding	 Route/Network Building",537,"Economic	 Industry / Manufacturing",Friedemann Friese,3.12
20173,2,3,60,2011,6.9,"Area Control / Area Influence	 Card Drafting	 Hand Management	 Set Collection",1294,"Humor	 Medieval	 Religious",Alf Seegert,2.26
20174,3,6,120,2009,7.28,"Route/Network Building	 Stock Holding",833,"Economic	 Trains	 Transportation",Eddie Robbins,3.77
20175,1,1,180,1986,7.31,Campaign / Battle Card Driven,1170,"Aviation / Flight	 Wargame	 World War II",John H. Butterfield,3.1
20176,2,5,35,2015,6.86,"Dice Rolling	 Tile Placement",2063,"Movies / TV / Radio theme	 Science Fiction",Klaus-J�rgen Wrede,1.73
20177,4,8,15,2016,7.23,"Co-operative Play	 Partnerships	 Voting",965,"Bluffing	 Deduction	 Party Game","Akihiro Itoh	 Kwaji	 Daichi Okano	 Kito Shinma",1.17
20178,2,4,60,2012,6.75,"Dice Rolling	 Set Collection	 Tile Placement",1661,"Dice	 Farming",Doug Bass,2.11
20179,2,5,180,2016,7.91,"Deck / Pool Building	 Dice Rolling	 Grid Movement	 Hand Management	 Modular Board	 Variable Player Powers",1091,"Fighting	 Video Game Theme",Jonathan Ying,2.73
20180,2,6,10,2011,6.43,"Hand Management	 Set Collection",7822,"Card Game	 Science Fiction",Andrew Looney,1.41
20181,2,5,50,2007,6.63,"Area Control / Area Influence	 Hand Management	 Set Collection",1621,Medieval,Michael Schacht,1.92
20182,2,4,600,2006,7.31,"Area Control / Area Influence	 Point to Point Movement",1432,"Ancient	 Political	 Wargame",Richard H. Berg,3.66
20183,1,4,120,2011,7.04,"Area Control / Area Influence	 Card Drafting	 Simulation	 Variable Player Powers",1248,"Animals	 Environmental	 Prehistoric",Phil Eklund,3.64
20184,2,4,30,2015,7.36,"Deck / Pool Building	 Hand Management	 Simulation",801,"Card Game	 Economic	 Industry / Manufacturing","T. C. Petty	 III",2.18
20185,2,5,45,2017,7.39,"Card Drafting	 Deck / Pool Building	 Hand Management	 Set Collection",689,none,Emerson Matsuuchi,1.83
20186,4,10,20,1989,6.28,Partnerships,11064,"Party Game	 Real-time	 Word Game",Brian Hersch,1.24
