GameId,Action,Strategy,Sports,Simulations,Racing,Role-playing,Adventure,Fighting,Shooter,Casual,Music/Party
4850,0,1,0,1,0,0,0,0,1,0,1
4851,1,1,1,1,0,1,1,1,0,0,1
4852,0,1,0,0,0,1,0,0,0,0,1
4853,1,1,1,1,1,1,0,1,0,1,0
4854,1,0,1,1,1,0,1,0,0,1,0
4855,1,0,0,0,1,0,0,0,0,0,0
4856,1,0,0,0,1,1,1,0,0,1,1
4857,0,0,0,0,0,0,1,0,1,0,1
4858,0,1,0,1,1,1,0,0,0,0,1
4859,1,1,0,0,0,0,1,1,0,1,0
4860,0,1,0,0,0,0,0,0,1,1,1
4861,0,1,0,0,0,0,0,0,1,0,0
4862,0,1,0,1,1,0,1,1,0,0,0
4863,0,1,0,0,1,1,0,0,1,1,0
4864,1,1,1,0,1,0,0,0,0,0,0
4865,0,1,0,0,0,1,1,1,1,0,1
4866,0,0,0,0,1,1,1,1,1,1,1
4867,1,0,0,0,0,0,1,0,0,0,0
4868,1,1,0,1,1,0,1,0,1,1,0
4869,1,1,1,1,0,1,1,0,0,1,1
4870,0,1,1,0,0,1,0,1,1,1,0
4871,0,1,0,1,0,1,0,1,0,1,0
4872,0,0,0,1,1,0,1,1,0,0,1
4873,1,1,0,1,0,0,0,0,0,0,1
4874,1,1,0,1,0,0,1,0,0,1,1
4875,1,1,0,0,1,1,1,0,0,1,0
4876,0,1,1,0,0,1,0,0,1,1,0
4877,0,0,1,0,1,0,0,1,0,0,1
4878,1,0,0,0,1,0,1,1,1,1,1
4879,1,0,1,0,0,1,0,1,1,0,0
4880,0,0,0,0,1,0,1,0,0,1,1
4881,1,0,0,1,1,0,0,0,1,1,0
4882,1,1,0,1,0,0,1,1,1,1,1
4883,1,0,0,1,1,1,0,1,0,0,0
4884,0,0,1,0,0,1,1,1,1,1,1
4885,0,1,0,0,1,0,0,1,1,0,0
4886,1,0,1,1,0,0,0,1,0,0,0
4887,0,1,0,0,0,1,1,1,0,0,1
4888,0,0,0,1,0,1,1,0,0,0,0
4889,0,0,0,0,1,0,1,0,0,0,1
4890,1,0,1,0,0,0,0,0,1,1,0
4891,1,0,1,1,1,1,1,0,1,0,0
4892,1,1,0,0,0,0,1,1,1,0,1
4893,1,1,1,1,1,0,0,1,0,0,1
4894,0,0,1,1,1,1,0,0,1,0,0
4895,1,1,0,1,1,0,1,1,0,1,0
4896,1,0,0,1,1,0,0,0,1,0,0
4897,1,1,0,0,0,0,1,0,1,0,1
4898,1,0,0,0,0,1,1,1,1,1,0
4899,0,1,0,1,0,1,0,0,0,0,1
4900,0,0,0,0,0,0,0,1,0,0,1
4901,0,0,1,1,1,0,0,1,1,0,1
4902,0,0,0,0,1,1,1,0,0,1,0
4903,1,0,0,1,1,1,1,0,1,0,1
4904,0,1,0,1,0,1,0,1,0,0,0
4905,0,0,0,1,1,0,0,0,1,1,0
4906,0,1,1,0,0,0,0,1,0,1,0
4907,1,1,1,1,0,1,1,0,0,1,1
4908,1,1,0,1,0,1,1,0,1,0,1
4909,1,0,1,0,0,1,1,0,1,1,1
4910,0,1,1,1,1,1,0,1,0,1,0
4911,1,1,0,1,0,0,1,0,1,0,1
4912,1,1,1,0,1,0,1,0,0,0,0
4913,0,0,0,0,0,1,0,0,0,1,0
4914,0,1,1,0,1,1,0,1,0,1,0
4915,0,1,1,1,1,1,1,1,1,1,0
4916,1,0,1,0,1,1,1,1,0,1,1
4917,1,0,1,0,1,1,0,1,1,0,1
4918,0,1,0,1,0,0,0,1,0,1,1
4919,0,0,1,0,0,0,1,1,1,0,0
4920,0,1,1,1,1,1,1,1,1,0,1
4921,0,0,0,0,1,0,0,1,0,1,1
4922,1,1,1,1,0,0,1,1,1,0,1
4923,0,1,1,0,0,1,1,0,1,1,1
4924,1,0,0,1,1,0,1,0,0,0,0
4925,1,0,0,1,1,1,0,1,0,0,1
4926,0,1,0,0,1,0,1,0,1,0,1
4927,0,0,1,0,0,1,0,1,1,1,0
4928,1,1,1,0,0,0,1,0,1,1,1
4929,1,1,0,0,1,1,0,0,1,0,0
4930,0,1,1,1,0,0,0,1,1,1,1
4931,1,0,0,1,0,1,0,0,1,1,1
4932,1,0,0,1,1,0,1,0,1,1,1
4933,1,0,1,0,0,0,0,0,1,0,0
4934,1,1,1,1,1,1,0,1,0,0,1
4935,1,0,0,1,1,1,1,0,0,1,1
4936,1,1,1,1,0,0,1,0,1,1,0
4937,1,1,0,1,1,1,1,1,0,0,1
4938,0,0,1,0,1,0,0,1,1,0,1
4939,1,0,1,0,1,1,0,1,0,1,0
4940,0,1,1,0,0,0,0,0,0,0,0
4941,1,1,1,0,0,0,0,0,0,1,1
4942,0,1,1,0,0,1,0,0,0,1,0
4943,0,0,1,0,0,0,0,1,0,0,0
4944,0,1,1,1,1,1,0,0,1,0,0
4945,1,0,1,0,1,0,1,0,0,0,0
4946,1,1,1,1,1,1,1,0,1,0,1
4947,0,1,1,0,0,1,0,0,0,0,0
4948,1,1,1,0,1,0,1,0,0,1,1
4949,0,1,1,1,1,0,1,0,0,0,0
4950,1,1,0,1,0,1,1,1,1,1,0
4951,1,1,1,1,1,1,0,0,1,1,0
4952,1,1,1,0,1,0,1,1,1,1,0
4953,1,0,1,1,1,0,0,0,1,1,0
4954,0,1,0,0,0,0,1,1,1,0,0
4955,0,1,0,1,1,0,1,0,0,0,1
4956,0,1,1,1,0,0,0,1,1,0,1
4957,1,1,0,0,1,0,0,0,1,0,0
4958,1,1,0,0,0,0,1,1,1,0,1
4959,1,0,1,0,1,1,1,1,1,0,1
4960,1,0,1,0,1,0,1,0,1,1,0
4961,0,0,1,1,0,0,1,1,1,1,0
4962,0,1,0,1,0,0,1,1,1,1,1
4963,0,1,0,0,0,1,0,1,1,1,1
4964,1,0,1,0,1,1,1,1,0,0,1
4965,1,1,0,1,0,1,1,1,0,1,0
4966,0,1,0,1,1,1,0,1,0,1,1
4967,1,0,0,0,1,1,0,1,1,1,1
4968,0,1,0,0,0,1,0,1,1,1,0
4969,0,1,0,0,1,0,0,0,0,1,0
4970,1,0,1,0,0,0,1,0,0,1,1
4971,0,1,1,1,0,0,0,1,0,1,0
4972,1,0,1,0,1,0,1,1,0,1,1
4973,0,1,1,1,0,0,1,0,1,0,1
4974,1,0,1,1,0,1,1,0,0,1,1
4975,1,1,1,1,0,0,0,0,0,1,0
4976,1,0,0,0,0,0,1,0,1,1,0
4977,1,0,0,1,1,0,0,1,1,1,0
4978,1,0,1,1,0,0,0,1,1,0,0
4979,1,1,0,0,1,1,0,1,0,1,1
4980,0,1,1,1,1,1,0,1,1,1,1
4981,0,0,1,0,1,1,0,0,0,0,0
4982,0,0,0,1,0,0,1,0,0,0,0
4983,0,1,0,1,1,0,1,1,0,1,1
4984,0,1,1,0,1,0,1,1,1,0,0
4985,1,0,0,0,0,1,0,0,0,1,1
4986,1,1,1,1,0,1,0,0,1,0,1
4987,1,0,0,1,1,0,0,1,1,1,0
4988,1,1,0,0,0,1,0,0,0,1,0
4989,0,0,1,1,1,0,1,1,0,1,1
4990,0,1,0,1,0,0,0,0,0,1,1
4991,1,0,1,0,0,0,0,0,1,1,1
4992,0,0,1,0,0,0,1,0,1,0,1
4993,1,1,0,0,1,1,0,1,1,0,0
4994,0,1,1,1,0,1,0,1,1,1,1
4995,0,1,0,0,1,1,0,1,0,1,1
4996,1,1,0,1,0,1,1,0,1,0,1
4997,1,1,0,0,0,0,1,1,1,1,1
4998,1,0,1,1,0,0,1,0,1,1,1
4999,1,1,0,1,1,1,1,0,1,1,0
5000,1,1,0,0,0,1,1,0,0,1,0
5001,1,0,1,0,0,0,0,1,0,1,1
5002,0,0,0,1,1,0,0,0,0,1,0
5003,1,1,0,1,1,0,1,0,0,0,1
5004,0,0,1,1,0,0,1,1,1,1,1
5005,0,1,0,1,1,0,0,1,1,0,1
5006,0,0,0,0,1,1,0,1,0,0,1
5007,0,0,0,0,0,0,0,1,0,1,1
5008,0,1,1,0,0,1,1,0,0,1,1
5009,1,0,1,1,1,1,1,1,0,1,0
5010,1,1,1,0,0,0,1,1,0,1,1
5011,1,0,0,1,0,1,0,1,0,0,1
5012,1,0,1,1,1,0,1,0,1,0,0
5013,0,1,1,0,0,0,1,1,1,1,1
5014,1,0,0,0,1,1,1,0,0,0,1
5015,1,1,0,1,1,0,0,1,0,1,1
5016,0,0,1,1,1,0,0,0,0,1,0
5017,0,1,0,0,0,0,1,0,0,0,1
5018,0,1,1,1,1,0,1,0,0,0,1
5019,1,0,1,0,0,1,0,0,0,1,1
5020,0,1,0,0,1,0,0,1,1,0,1
5021,1,0,1,1,1,0,1,1,1,0,0
5022,1,0,1,1,0,1,0,1,1,1,0
5023,1,0,0,1,0,1,0,1,0,0,1
5024,1,0,1,1,1,1,1,0,0,1,1
5025,0,1,1,0,1,0,0,0,0,1,1
5026,1,0,0,0,0,0,0,0,0,1,0
5027,1,1,1,0,0,0,0,0,0,0,0
5028,0,1,0,0,0,1,1,1,1,0,1
5029,0,1,0,1,0,1,0,0,0,0,0
5030,0,1,1,0,1,0,0,0,1,0,0
5031,1,0,1,0,1,0,0,1,0,1,0
5032,1,0,1,0,0,0,0,1,1,1,1
5033,0,1,1,1,1,1,0,1,1,0,0
5034,0,1,1,0,0,1,0,1,1,0,1
5035,1,1,1,0,1,0,1,1,1,1,1
5036,0,0,0,0,0,0,1,1,0,1,0
5037,1,1,0,1,0,1,1,0,1,1,0
5038,1,1,1,0,0,0,0,0,0,1,1
5039,0,0,0,1,0,1,1,1,0,0,0
5040,1,0,1,1,1,0,1,1,1,1,1
5041,0,1,1,1,1,0,1,1,1,1,0
5042,0,0,1,1,0,1,0,0,0,0,0
5043,0,0,1,1,1,1,0,1,0,0,0
5044,0,1,1,1,1,0,1,0,1,1,0
5045,0,0,1,0,0,1,0,0,1,0,0
5046,1,1,1,0,1,1,0,1,0,1,0
5047,0,0,1,1,0,1,1,0,1,1,1
5048,1,1,0,0,0,0,1,1,1,0,0
5049,1,0,0,1,1,1,0,0,1,1,0
5050,1,1,0,0,0,0,1,0,1,0,0
5051,1,0,1,1,0,1,1,0,1,1,1
5052,0,1,0,1,0,1,0,0,1,1,0
5053,1,0,0,1,0,1,0,0,0,0,0
5054,0,1,1,0,0,0,0,0,1,1,1
5055,0,0,0,0,1,0,0,1,1,1,0
5056,0,1,1,0,1,0,0,1,1,1,0
5057,0,0,0,0,0,1,0,1,0,1,1
5058,1,1,1,0,0,1,0,1,1,0,0
5059,0,1,1,0,1,1,0,1,1,0,0
5060,0,0,1,0,0,0,0,1,0,0,0
5061,0,1,1,1,1,1,1,1,1,0,1
5062,1,1,0,0,0,1,0,1,0,1,0
5063,1,1,0,0,1,1,0,0,0,1,1
5064,0,1,1,1,1,0,1,1,1,0,0
5065,0,0,1,1,0,1,0,1,0,1,0
5066,0,1,0,1,0,1,0,1,0,1,1
5067,1,0,0,1,1,1,1,1,0,0,0
5068,1,1,1,1,0,1,0,1,1,1,0
5069,0,0,1,1,0,0,0,0,0,1,1
5070,0,0,1,0,1,0,1,0,1,0,0
5071,0,1,0,0,1,1,1,0,0,0,0
5072,0,1,0,0,0,1,0,0,1,1,0
5073,1,0,0,0,0,0,1,0,1,0,0
5074,1,0,1,1,1,1,0,0,1,0,1
5075,0,0,0,1,0,1,0,1,1,0,1
5076,0,1,1,0,0,1,0,1,0,1,1
5077,1,1,1,1,0,1,0,0,1,0,1
5078,0,0,1,0,0,1,0,1,0,1,1
5079,0,0,1,1,0,1,0,1,1,1,0
5080,1,1,0,1,1,0,1,0,0,0,1
5081,0,0,0,1,1,0,0,0,1,0,0
5082,1,0,1,1,0,0,0,1,0,0,1
5083,1,0,0,1,1,1,1,0,0,1,1
5084,1,0,1,1,1,0,0,1,1,1,1
5085,1,0,0,1,1,0,1,0,1,0,0
5086,1,1,1,1,0,1,0,1,0,0,0
5087,0,1,1,0,1,0,1,1,1,1,0
5088,1,0,0,1,1,0,0,1,1,0,0
5089,0,0,1,0,1,0,0,1,0,1,1
5090,1,1,0,0,0,1,1,0,1,1,0
5091,1,1,0,0,1,0,1,0,1,1,0
5092,0,0,0,1,1,1,0,1,0,1,1
5093,1,1,1,1,0,1,0,1,0,0,0
5094,0,1,1,1,0,0,0,1,1,1,1
5095,0,1,0,1,0,1,1,1,0,0,1
5096,0,1,1,0,1,1,0,0,1,1,0
5097,1,0,1,1,1,1,1,0,1,0,1
5098,0,1,1,1,1,1,0,1,1,0,1
5099,0,0,1,1,1,0,1,1,0,0,0
5100,0,0,0,1,1,1,1,1,0,0,0
5101,1,1,0,0,1,1,0,0,1,0,1
5102,0,0,1,0,0,0,0,0,0,0,1
5103,1,0,1,1,1,1,1,1,1,1,1
5104,1,1,1,0,0,0,1,1,0,0,0
5105,1,0,0,0,1,0,0,0,1,0,0
5106,1,0,1,0,1,0,0,0,1,1,1
5107,0,1,1,1,1,0,0,1,1,1,1
5108,1,1,1,0,0,1,0,0,0,0,0
5109,1,0,0,0,1,0,0,1,0,1,0
5110,0,0,1,0,1,0,1,1,0,1,0
5111,0,1,1,1,1,1,0,1,0,0,1
5112,1,0,0,1,0,0,1,0,1,1,0
5113,0,1,1,1,1,0,0,0,1,0,0
5114,0,1,1,1,0,0,1,0,1,0,1
5115,1,1,0,0,0,0,0,1,1,1,1
5116,1,1,0,1,0,0,0,1,0,0,1
5117,1,0,1,1,1,1,1,1,1,0,1
5118,0,0,0,0,1,1,1,0,1,1,0
5119,1,1,1,0,0,1,0,1,1,1,1
5120,1,1,0,1,0,1,0,0,1,0,0
5121,0,1,1,0,1,0,1,1,0,1,1
5122,0,1,1,1,0,1,1,1,1,0,1
5123,0,1,1,1,1,0,1,0,0,0,1
5124,0,0,0,0,1,0,1,0,1,0,1
5125,0,0,0,0,1,0,0,0,1,1,1
5126,1,1,1,0,0,1,0,0,0,1,0
5127,1,1,1,1,0,0,1,1,1,1,0
5128,1,0,1,1,1,1,1,1,1,1,1
5129,0,1,1,0,0,1,1,0,0,0,0
5130,1,1,0,1,1,1,0,0,0,0,1
5131,1,0,0,1,0,0,0,0,1,1,1
5132,1,0,1,0,1,0,0,0,1,0,0
5133,0,0,1,0,0,1,1,1,1,1,0
5134,0,1,0,0,1,0,0,1,0,1,0
5135,1,1,0,1,0,0,0,1,1,1,1
5136,0,0,1,0,1,1,1,0,0,0,0
5137,0,1,1,0,0,1,0,1,1,1,0
5138,1,1,0,0,1,1,1,0,0,0,0
5139,0,0,0,0,0,0,0,1,1,1,1
5140,1,0,0,1,0,0,0,1,0,0,1
5141,1,1,0,0,0,0,0,0,0,1,0
5142,1,1,0,0,1,0,0,0,0,1,1
5143,1,1,1,0,0,0,0,0,0,0,0
5144,0,0,1,0,1,0,1,1,1,1,1
5145,1,0,1,0,1,0,0,0,1,1,0
5146,0,1,1,1,0,1,0,1,0,0,0
5147,1,0,1,1,0,0,0,1,0,0,0
5148,0,1,0,0,1,1,0,0,1,0,1
5149,0,0,1,1,1,1,1,1,0,0,0
5150,1,1,1,1,0,1,1,0,1,1,1
5151,0,0,1,0,0,0,0,0,0,0,0
5152,1,1,1,1,1,1,0,1,0,0,1
5153,1,0,0,1,1,1,1,0,0,0,1
5154,0,1,0,0,1,1,1,1,1,1,0
5155,0,0,1,0,1,1,0,1,1,0,1
5156,1,0,0,0,0,0,0,0,0,0,0
5157,1,0,0,1,0,1,0,0,0,0,0
5158,0,0,1,0,0,1,1,1,1,0,0
5159,0,0,0,1,0,0,0,1,1,0,0
5160,0,1,1,0,1,1,0,0,0,1,0
5161,1,1,0,0,0,0,1,1,0,1,0
5162,1,1,1,0,1,1,0,1,1,0,1
5163,1,1,0,0,1,0,0,0,1,0,1
5164,0,1,1,0,0,1,0,0,1,0,0
5165,0,1,1,1,1,0,0,1,0,1,1
5166,0,1,1,1,0,0,0,0,1,1,0
5167,0,1,0,0,1,1,1,1,1,0,1
5168,1,0,1,1,1,1,1,1,1,0,1
5169,1,0,0,1,0,1,0,1,1,0,1
5170,0,1,1,1,0,0,0,1,1,1,0
5171,1,0,1,0,1,0,0,1,0,0,1
5172,1,0,0,1,0,0,0,0,1,0,1
5173,1,0,1,0,0,0,1,0,0,0,1
5174,1,0,1,0,0,0,1,0,1,1,0
5175,0,1,0,1,0,1,0,1,1,0,0
5176,0,1,0,1,1,1,0,0,0,1,0
5177,0,0,1,0,0,0,0,1,0,0,1
5178,1,0,1,0,1,0,1,0,0,0,0
5179,0,0,1,0,1,1,1,1,1,0,1
5180,0,0,1,1,0,0,1,1,0,0,0
5181,0,1,0,0,0,0,0,1,1,0,1
5182,1,0,0,1,0,0,1,1,0,0,1
5183,0,1,0,1,1,1,0,1,1,0,1
5184,0,0,1,0,1,1,1,1,1,0,1
5185,0,0,0,0,1,1,1,0,1,1,0
5186,1,1,0,1,1,0,0,0,0,0,0
5187,0,1,0,0,1,0,0,0,1,1,1
5188,1,1,1,0,0,1,0,0,1,0,1
5189,0,1,1,0,1,1,1,1,0,1,0
5190,1,1,1,0,1,1,0,0,0,1,1
5191,0,1,0,1,0,1,0,1,0,1,1
5192,0,0,0,0,0,1,0,1,1,0,1
5193,1,1,0,1,1,0,1,1,1,0,0
5194,1,0,0,0,0,1,1,1,1,0,1
5195,1,1,1,0,0,1,0,1,0,0,1
5196,1,0,0,1,1,0,0,1,1,1,1
5197,1,1,1,1,0,1,0,0,1,1,0
5198,0,0,0,0,1,0,0,0,0,0,0
5199,0,1,0,0,0,0,1,0,1,0,0
5200,0,0,0,0,0,0,0,0,0,1,1
5201,1,0,0,0,0,0,0,1,1,0,0
5202,0,0,0,1,1,0,1,1,1,1,1
5203,0,0,0,1,0,1,0,0,1,0,0
5204,1,1,0,1,0,1,1,0,1,1,1
5205,1,0,1,1,1,0,1,1,1,0,1
5206,0,1,0,1,1,1,1,1,1,1,0
5207,1,1,0,0,0,1,1,0,0,1,1
5208,0,1,0,1,1,1,1,0,1,1,0
5209,1,1,1,0,1,1,1,1,0,0,1
5210,1,0,0,0,0,0,0,0,0,1,1
5211,1,1,0,1,1,0,1,1,0,0,0
5212,1,1,0,0,0,0,1,0,0,1,0
5213,0,0,1,1,1,1,0,1,0,1,1
5214,1,1,0,1,0,0,1,1,0,1,0
5215,1,0,0,0,0,0,1,1,0,0,1
5216,0,0,0,0,0,0,1,0,1,1,0
5217,1,0,0,1,1,0,1,1,1,1,1
5218,1,0,0,1,1,1,1,0,1,0,1
5219,1,1,1,1,0,1,0,0,1,1,1
5220,0,1,1,1,1,0,1,0,1,0,0
5221,0,1,1,0,0,0,1,1,0,1,0
5222,1,1,0,0,0,0,1,1,0,0,1
5223,0,1,1,1,1,0,1,1,0,0,0
5224,0,1,1,0,1,0,1,1,0,0,0
5225,0,0,0,0,0,0,0,0,1,0,0
5226,0,0,1,1,0,0,0,0,1,1,1
5227,1,0,0,0,1,1,1,0,0,0,1
5228,0,1,0,1,0,1,1,0,0,0,0
5229,0,1,0,0,0,0,0,0,0,1,0
5230,0,0,0,1,0,0,1,0,0,0,1
5231,1,1,1,0,1,0,1,0,0,1,0
5232,1,0,0,0,0,1,1,1,0,0,0
5233,1,0,0,0,0,0,1,0,0,1,1
5234,0,0,0,0,0,1,1,1,1,0,0
5235,1,1,0,0,1,0,0,0,0,0,1
5236,1,0,0,1,0,1,1,0,0,1,1
5237,1,1,1,0,0,1,1,0,0,0,0
5238,0,1,0,0,1,1,1,0,0,0,0
5239,1,1,1,0,1,1,0,0,0,0,0
5240,0,0,0,1,1,1,1,1,0,0,0
5241,0,1,1,1,0,1,1,0,1,1,1
5242,0,0,0,1,0,0,1,0,1,0,1
5243,1,0,0,1,0,0,1,0,0,1,0
5244,1,1,1,0,0,0,1,1,0,0,1
5245,1,1,0,0,0,1,1,1,0,0,1
5246,0,0,1,1,0,0,1,0,0,0,0
5247,0,0,1,1,0,0,1,1,0,0,1
5248,0,1,0,1,1,0,0,0,0,1,0
5249,1,1,0,0,0,1,0,0,1,1,1
5250,1,1,1,0,1,1,1,0,0,1,0
5251,0,1,1,1,0,0,0,0,0,1,1
5252,1,0,1,1,1,1,1,0,1,1,1
5253,0,0,0,0,0,0,1,1,0,1,0
5254,1,0,0,0,0,0,0,1,0,1,0
5255,1,1,1,1,0,1,1,0,0,0,1
5256,0,1,1,1,1,0,1,1,1,1,1
5257,1,1,1,0,1,1,0,1,1,0,0
5258,1,0,0,1,0,1,0,0,1,0,0
5259,1,1,0,1,1,1,0,1,1,1,1
5260,1,1,1,1,0,1,1,1,0,0,0
5261,1,1,1,0,0,0,1,0,0,1,0
5262,0,0,0,1,1,1,1,1,1,0,1
5263,0,0,0,0,1,1,1,0,1,0,1
5264,1,1,1,0,1,1,0,1,1,1,1
5265,1,1,0,1,0,0,1,1,1,1,1
5266,1,1,0,0,0,1,0,1,1,1,0
5267,0,0,0,0,0,0,0,1,0,1,1
5268,0,1,1,1,0,0,0,0,1,1,1
5269,0,1,1,0,1,1,0,0,0,0,0
5270,0,0,1,0,0,1,1,0,0,0,1
5271,0,1,1,0,0,1,1,0,0,1,1
5272,0,0,0,0,0,0,1,1,1,1,0
5273,0,1,1,1,1,0,1,1,0,1,0
5274,1,1,0,1,0,0,0,0,0,0,0
5275,1,1,1,0,0,0,0,0,1,0,1
5276,1,1,1,1,0,1,1,0,0,1,0
5277,1,1,0,0,1,0,0,1,1,0,1
5278,0,0,1,1,0,0,0,0,0,1,0
5279,0,0,1,0,0,0,1,0,0,0,1
5280,0,0,0,0,1,1,1,0,0,1,0
5281,0,0,1,0,1,1,1,1,0,1,1
5282,0,0,1,1,1,1,1,0,1,1,1
5283,0,0,1,1,1,1,0,0,1,1,1
5284,0,1,1,1,0,0,0,0,1,1,0
5285,1,0,0,0,1,0,0,0,0,0,0
5286,0,0,1,1,0,0,0,1,0,0,0
5287,0,0,1,0,1,0,0,1,0,1,0
5288,0,0,1,0,0,1,0,1,1,1,1
5289,1,0,1,0,0,0,0,1,1,0,1
5290,0,1,1,1,1,0,0,0,1,1,1
5291,1,0,1,1,1,0,0,0,0,0,1
5292,0,1,0,1,0,1,0,1,0,0,1
5293,1,0,1,1,1,0,1,1,0,0,0
5294,1,1,1,1,1,0,0,1,1,0,1
5295,1,0,0,0,0,0,1,1,1,0,0
5296,1,0,1,0,0,0,1,1,1,0,0
5297,1,0,1,0,1,0,1,0,1,1,1
5298,1,1,1,1,0,0,1,1,0,0,0
5299,0,1,0,1,1,1,0,0,1,0,0
5300,0,1,0,0,1,1,0,1,1,1,0
5301,1,0,0,0,0,0,0,0,0,0,1
5302,0,1,0,1,1,0,1,1,0,1,0
5303,0,0,0,1,1,1,1,1,0,1,1
5304,1,0,1,1,1,1,1,1,0,0,1
5305,1,0,0,1,0,0,0,1,1,0,0
5306,0,1,1,0,0,1,0,0,0,0,1
5307,1,1,1,1,1,0,0,0,1,1,1
5308,0,0,0,1,1,1,1,0,1,0,0
5309,1,1,0,1,1,1,0,0,1,0,1
5310,0,1,0,0,1,0,1,0,0,0,0
5311,1,1,1,0,1,1,0,1,1,0,0
5312,1,1,0,0,0,0,1,0,1,0,0
5313,0,1,0,0,1,0,0,0,0,0,1
5314,0,1,1,0,0,0,0,0,1,1,0
5315,1,1,1,1,1,0,0,1,0,0,0
5316,1,0,1,0,1,0,1,1,1,0,1
5317,0,0,0,0,0,1,0,1,0,0,1
5318,0,1,0,1,0,1,1,0,0,0,0
5319,1,1,0,1,1,0,1,1,0,0,0
5320,1,1,0,1,0,0,1,1,1,1,1
5321,1,0,0,1,0,1,0,1,0,0,0
5322,1,0,0,0,1,1,0,0,0,1,0
5323,1,1,1,0,0,1,0,1,0,1,1
5324,1,0,0,1,0,0,0,0,0,1,1
5325,1,0,0,1,0,1,0,0,0,1,0
5326,1,1,1,0,1,1,0,0,0,1,0
5327,0,1,0,0,1,1,0,1,0,1,1
5328,0,1,1,1,1,0,0,0,1,1,0
5329,1,0,1,1,0,0,1,1,1,1,0
5330,1,1,1,1,1,0,1,0,1,0,1
5331,0,0,0,0,1,1,1,0,0,0,1
5332,0,1,1,0,1,1,0,1,0,1,0
5333,1,0,0,1,1,1,1,1,0,0,1
5334,1,0,0,1,1,1,0,0,1,0,0
5335,0,1,1,1,1,1,0,0,0,0,0
5336,1,0,1,1,0,0,1,1,1,0,1
5337,0,1,1,1,0,0,1,0,0,0,1
5338,1,1,0,0,1,1,1,1,1,1,0
5339,0,0,0,0,0,1,0,0,0,0,0
5340,1,0,1,1,1,0,0,1,1,0,0
5341,1,0,1,0,0,1,1,1,0,1,1
5342,1,0,0,0,1,1,1,1,0,0,0
5343,0,0,1,1,0,0,1,1,1,0,0
5344,0,1,1,0,1,1,1,0,0,1,1
5345,0,1,0,0,0,0,1,0,0,1,1
5346,0,1,0,1,1,0,1,0,0,0,1
5347,1,1,0,1,1,0,0,0,0,1,1
5348,0,0,0,1,1,0,0,0,0,0,0
5349,0,1,0,0,0,0,1,1,0,1,0
5350,0,1,1,1,0,1,1,0,0,1,0
5351,1,1,1,0,0,1,0,1,0,1,1
5352,0,1,1,0,1,0,1,0,0,1,1
5353,0,0,1,1,1,1,1,1,0,1,0
5354,0,0,1,0,0,1,1,1,0,1,0
5355,1,1,0,1,0,1,0,1,1,1,1
5356,1,1,0,1,0,1,1,0,0,0,0
5357,1,1,0,1,1,1,1,0,1,0,1
5358,0,1,1,0,1,0,0,0,0,0,0
5359,0,0,1,0,1,1,0,1,1,0,0
5360,1,1,0,0,0,1,1,1,0,1,1
5361,0,1,1,1,0,1,0,1,0,1,0
5362,1,0,0,0,1,0,0,1,0,0,0
5363,0,0,0,1,0,0,1,1,1,0,1
5364,1,0,1,0,0,1,0,1,1,1,1
5365,0,0,0,0,1,0,1,0,0,1,1
5366,0,1,1,0,1,1,0,0,0,1,1
5367,1,0,1,0,1,1,0,1,1,1,0
5368,0,0,0,1,0,1,1,1,1,0,0
5369,0,1,1,1,1,0,1,1,0,1,1
5370,1,1,1,1,1,1,0,1,0,1,1
5371,1,1,0,0,1,0,0,1,0,1,0
5372,0,0,1,1,0,0,0,0,0,0,1
5373,1,0,1,1,1,1,0,1,0,1,0
5374,0,0,0,1,0,1,1,1,0,0,1
5375,0,1,0,1,0,1,1,0,0,1,1
5376,0,0,1,1,0,0,0,1,0,0,0
5377,1,1,1,0,1,1,0,0,0,0,1
5378,1,1,1,0,1,1,1,0,0,1,0
5379,0,0,1,1,1,1,0,0,0,1,1
5380,0,0,1,0,1,0,0,1,0,0,0
5381,0,1,1,1,0,0,0,0,0,0,0
5382,0,1,0,1,1,0,0,0,0,0,0
5383,1,0,0,1,0,0,1,1,0,0,1
5384,0,0,0,1,1,0,1,1,0,0,0
5385,1,0,0,0,1,1,1,1,1,0,1
5386,1,0,1,1,1,0,0,1,1,1,0
5387,0,0,0,0,0,0,0,1,1,1,1
5388,0,1,0,0,0,1,0,1,1,0,1
5389,0,0,0,1,0,0,1,1,0,1,1
5390,0,0,1,1,1,1,0,0,1,0,1
5391,0,0,0,0,1,1,1,1,0,1,0
5392,1,1,1,1,0,1,1,1,1,1,1
5393,0,1,1,0,0,1,0,0,0,1,0
5394,1,0,0,1,0,0,1,1,0,0,0
5395,1,0,0,1,0,1,0,0,0,0,1
5396,1,1,1,1,1,1,1,1,0,1,0
5397,1,1,1,0,0,0,0,0,1,0,1
5398,1,0,0,0,0,0,0,0,1,1,1
5399,0,1,1,0,1,0,1,1,0,1,1
5400,0,1,1,0,0,1,0,0,0,0,1
5401,1,0,1,1,0,0,0,1,0,0,0
5402,1,1,1,1,1,0,1,1,1,1,1
5403,0,0,1,0,1,1,1,0,0,0,0
5404,0,0,0,0,1,0,0,1,1,0,1
5405,1,1,1,1,0,1,1,0,1,0,0
5406,1,0,1,0,1,1,1,1,1,1,1
